node1,node2
1193,5482
1194,2598
1195,4087
1196,1059
1197,591
1197,767
1198,367
1198,3929
1199,5010
1200,4505
1201,3081
1201,6170
1202,191
1202,6347
1203,4920
1204,1227
1204,2984
1204,5607
1204,5999
1205,1797
1206,1797
1207,3262
1208,5533
1209,925
1210,2900
1211,1699
1212,5553
1213,233
1213,5145
1214,1430
1214,4298
1215,3387
1216,4896
1217,1732
1217,2720
1218,1609
1220,6164
1221,3582
1221,5926
1221,6090
1222,3325
1223,1263
1224,5806
1225,1844
1226,904
1226,1505
1226,2372
1226,4019
1226,4578
1227,1204
1228,4387
1230,2467
1231,794
1231,2281
1231,4731
1231,5122
1231,5926
1232,1771
1233,3770
1234,1436
1234,1609
1235,477
1235,3365
1236,4694
1237,4204
1238,2515
1239,2008
1240,3244
1241,3301
1242,4124
1243,5340
1244,4179
1245,334
1245,1407
1245,1428
1245,1832
1245,2006
1245,2395
1245,2953
1245,3001
1245,3781
1245,4443
1245,5908
1245,6120
1245,6189
1245,6219
1245,6430
1246,6207
1247,233
1247,1323
1247,1770
1247,4980
1248,1699
1249,6397
1250,2532
1250,4259
1250,5257
1251,3758
1251,3895
1251,5597
1251,5963
1252,5195
1253,5553
1254,1096
1254,4331
1254,4987
1254,5628
1255,151
1255,821
1255,856
1255,942
1255,1274
1255,1300
1255,1662
1256,2135
1257,3417
1259,1043
1259,1987
1259,4044
1259,5438
1259,6236
1260,3244
1261,324
1261,858
1261,1626
1261,1729
1261,2049
1261,4706
1261,4790
1261,4818
1261,5315
1261,5354
1261,5542
1261,5791
1261,6332
1262,2469
1263,1223
1263,3930
1263,6343
1264,3210
1265,5931
1266,477
1266,3365
1267,4018
1267,4885
1268,4523
1268,6145
1269,5273
1270,3251
1271,5686
1272,5553
1273,1819
1273,1857
1273,4822
1273,5514
1273,5843
1274,369
1274,696
1274,1255
1274,3414
1274,4804
1274,5124
1275,6445
1276,387
1276,3562
1276,4013
1277,394
1277,2540
1277,3673
1277,4103
1277,4495
1279,332
1280,5553
1281,525
1281,1296
1281,2748
1281,4481
1281,4958
1281,5348
1281,5886
1282,2941
1282,3874
1282,5562
1283,769
1284,450
1284,2433
1284,5272
1285,2039
1285,4856
1286,1493
1287,3656
1288,3683
1289,6315
1290,300
1291,295
1291,784
1291,2778
1291,3847
1292,3063
1292,6047
1293,2538
1294,3669
1295,640
1295,1589
1295,2640
1295,5024
1295,5082
1296,1281
1297,16
1297,617
1297,1995
1297,2077
1297,2479
1297,3130
1297,3242
1297,3302
1297,4971
1297,6441
1298,4231
1299,5686
1300,127
1300,358
1300,712
1300,725
1300,1255
1300,2261
1300,2407
1300,2656
1300,2692
1300,2769
1300,3031
1300,3643
1300,4812
1300,5028
1300,5123
1300,6056
1300,6059
1301,2018
1301,2206
1301,2412
1301,2970
1301,3585
1301,3968
1302,480
1302,3010
1303,583
1303,1764
1303,3950
1304,4911
1305,561
1305,788
1305,1483
1305,2754
1305,3025
1305,3232
1305,3997
1306,2372
1307,1770
1307,2356
1307,3010
1307,3732
1308,872
1308,4697
1309,1018
1310,5821
1311,2171
1312,4972
1313,2224
1314,5553
1315,2611
1316,1929
1316,5759
1317,3048
1318,5553
1319,183
1319,2937
1319,4124
1320,3930
1320,5632
1322,5546
1323,1247
1325,1998
1325,3207
1326,1017
1327,4622
1328,6185
1329,851
1329,1171
1329,2946
1329,4022
1329,4906
1330,4231
1331,1183
1331,2090
1332,860
1332,1972
1332,2011
1332,2379
1332,3904
1332,4862
1332,6439
1333,386
1334,988
1335,261
1335,445
1335,1745
1335,3263
1336,5667
1337,2934
1337,4212
1337,5901
1337,6030
1338,2168
1338,4395
1338,5260
1339,3512
1340,6383
1342,1412
1343,6041
1344,1448
1344,1540
1345,4442
1346,1060
1346,5126
1347,264
1347,1528
1347,2710
1347,3551
1347,4901
1347,5524
1348,1891
1349,3725
1350,4491
1351,197
1352,3366
1353,1024
1353,2122
1353,3126
1353,5238
1354,93
1354,2132
1354,2432
1354,2878
1354,3476
